txt1	lvl11	lvl12	lvl13	lvl14	txt2	lvl21	lvl22	lvl23	lvl24	mantra_id	pratika
RV		10	86	1a	GB		2	6	12	72653	
RV		10	86	1a	Vait			32	14	72653	
RV		10	86	1a	Vait			32	17a	72653	
RV		10	86	1a	N			13	4a	72653	
RV		10	86	1a	AŚ		8	3	4	72653	vi hi sotoḥ
RV		10	86	1a	ŚŚ		12	6	13	72653	vi hi sotoḥ
RV		10	86	1a	ŚŚ		12	7	1	72653	vi hi sotoḥ
RV		10	86	1a	ŚŚ		12	7	6	72653	vi hi sotoḥ
RV		10	86	1a	ŚŚ		12	8	2	72653	vi hi sotoḥ
RV		10	86	1a	ŚŚ		12	13	1	72653	vi hi sotoḥ
RV		10	86	1a	ŚŚ		12	24	3	72653	vi hi sotoḥ
RV		10	86	1a	ŚŚ		12	26	10	72653	vi hi sotoḥ
RV		10	86	1a	VHDh			6	58	72653	vi hi sotoḥ
RV		10	86	1a	VHDh			8	37	72653	vi hi sotoḥ
RV		10	86	1a	Rvidh		3	23	2	72653	vi hi
RV		10	86	1a	Rvidh		3	24	2	72653	vi hi
RV		4	48	1a	AŚ		7	11	22	72654	
RV		4	48	1a	ŚŚ		10	5	4	72654	vihi hotrāḥ
RV		4	48	1a	VHDh			6	55	72654	vihi hotrāḥ
RV		5	81	1c	VS			11	4c	72657	
RV		5	81	1c	VS			37	2c	72657	
RV		5	81	1c	TS	1	2	13	1c	72657	
RV		5	81	1c	TS	4	1	1	1c	72657	
RV		5	81	1c	MS		1	2	9c	72657	
RV		5	81	1c	MS		4	9	1c	72657	
RV		5	81	1c	KS			2	10c	72657	
RV		5	81	1c	KS			15	11c	72657	
RV		5	81	1c	ŚB	3	5	3	12	72657	
RV		5	81	1c	ŚB	6	3	1	16	72657	
RV		5	81	1c	ŚB	14	1	2	8c	72657	
RV		5	81	1c	TA		4	2	1c	72657	
RV		5	81	1c	KA			1	1c	72657	
RV		5	81	1c	ŚvetU			2	4c	72657	
TS	7	1	19	3	KSA			1	10	72662	
VS			22	8	MS		3	12	3	72663	
VS			22	8	KSA			1	10	72663	
RV		1	6	5a	SV			2	202a	72667	
RV		1	6	5a	JB			3	38a	72667	
RV		1	6	5a	Vait			33	15	72667	
RV		10	45	6c	VSK		13	2	6c	72672	
RV		10	45	6c	TS	4	2	2	3c	72672	
RV		10	45	6c	MS		2	7	9c	72672	
RV		10	45	6c	KS			16	9c	72672	
RV		10	45	6c	ApMB		2	11	26c	72672	
RV		10	109	1c	AVP		9	15	1c	72679	
TS	4	6	3	3b	KS			18	3b	72692	
RV		1	93	7b	MS		4	14	18b	72694	
RV		3	53	1c	KS			23	11c	72696	
RV		1	153	4d	AŚ		4	7	4d	72700	
RV		1	153	4d	ŚŚ		5	10	18d	72700	
RV		1	153	4d	N			4	19	72700	
KS			35	5d	ApŚ		14	30	2d	72701	
AVP		3	9	7d	AVP		4	19	8d	72704	
VS			28	6	VS			28	29	72705	
VS			28	6	VS			28	30	72705	
VS			28	6	MS		3	11	2	72705	
VS			28	6	MS		4	13	2	72705	
VS			28	6	MS		4	201	1	72705	
VS			28	6	KS			15	13	72705	
VS			28	6	TB	2	6	7	4	72705	
VS			28	6	TB	3	6	2	2	72705	
RV		5	26	3a	VS			2	4a	72706	
RV		5	26	3a	TS	1	1	11	2a	72706	
RV		5	26	3a	KS			1	11a	72706	
RV		5	26	3a	ŚB	1	3	4	6a	72706	
RV		5	26	3a	ŚB	1	4	1	11a	72706	
RV		5	26	3a	TB	3	3	6	10	72706	
RV		5	26	3a	ApŚ		2	9	10	72706	
RV		5	26	3a	KŚ		2	8	2	72706	vītihotram
VS			17	78c	MS		2	10	6c	72707	
VS			17	78c	KS			39	3c	72707	
VS			17	78c	ŚB	9	2	3	42	72707	
AVŚ		7	29	2b	MS		4	11	2b	72715	
AVŚ		7	29	2b	KS			4	16b	72715	
AVŚ		7	29	2b	AŚ		2	8	3b	72715	
AVŚ		7	29	2b	ŚŚ		2	4	3b	72715	
AVŚ		20	135	4a	AŚ		8	3	23	72721	
AVŚ		20	135	4a	ŚŚ		12	23	4a	72721	
AVŚ		20	135	4a	Vait			32	26	72721	
VS			4	23	TS	1	2	5	2	72723	
VS			4	23	KS			2	5	72723	
VS			4	23	ŚB	3	3	1	12	72723	
VS			4	23	TA		4	7	5	72723	
TB	1	2	1	14	MŚ	1	5	2	4	72728	
VS			7	12	ŚB	4	2	1	9	72729	
VS			7	12	ApŚ		12	14	13	72729	
MS		1	3	10	MŚ	2	3	5	7	72730	
AŚ		2	7	12	MŚ	1	1	2	33	72734	
RV		7	41	7b	AVP		4	31	7b	72741	
RV		7	41	7b	VS			34	40b	72741	
RV		7	41	7b	TB	2	8	9	9b	72741	
RV		7	41	7b	ApMB		1	14	7b	72741	
RV		3	24	5b	MS		4	12	2b	72744	
RV		3	24	5b	KS			6	10b	72744	
RV		10	85	44c	SMB		1	2	17c	72749	
RV		10	85	44c	GG		2	7	12	72749	
RV		10	85	44c	PG		1	4	16c	72749	
RV		10	85	44c	MG		1	10	6c	72749	
AVŚ		4	7	7c	AVP		6	11	2c	72754	
AVŚ		4	7	7c	KS			38	14c	72754	
AVŚ		4	7	7c	ApŚ		16	18	7c	72754	
RV		1	114	8c	TS	4	5	10	3c	72755	
RV		1	114	8c	MS		4	12	6c	72755	
RV		1	114	8c	KS			23	12c	72755	
RV		1	114	8c	TAA			10	53c	72755	
RV		1	114	8c	ŚvetU			4	22c	72755	
RV		1	114	8c	SMB		2	1	8c	72755	
AVŚ		2	8	2c	AVŚ		2	8	4c	72761	
AVŚ		2	8	2c	AVŚ		2	8	5d	72761	
RV		10	97	3d	VS			12	77d	72766	
RV		10	97	3d	TS	4	2	6	1d	72766	
RV		10	97	3d	MS		2	7	13d	72766	
RV		10	97	3d	KS			16	13d	72766	
RV		10	97	3d	N			6	3	72766	
VS			18	14	KS			18	10	72768	
AVŚ		3	18	1b	AVP		4	20	5b	72772	
AVŚ		3	18	1b	AVP		7	12	10b	72772	
RV		9	96	11d	TS	2	6	12	1d	72779	
RV		9	96	11d	MS		4	10	6d	72779	
RV		9	96	11d	KS			21	14d	72779	
ŚB	14	9	4	27b	PG		1	16	19b	72782	
RV		2	24	15c	TB	2	8	5	3c	72783	
AVŚ		8	5	1b	AVP		10	5	14b	72788	
VS			19	9	KŚ		19	2	18	72795	
VS			19	6	TB	2	6	1	4	72806	
VS			19	6	ApŚ		19	7	1	72806	
VS			8	59b	ŚB	4	5	7	7b	72811	
VS			8	59b	TB	2	8	4	5b	72811	
VS			8	59b	AŚ		5	20	5b	72811	
VS			8	59b	ŚŚ		3	20	4b	72811	
MS		2	8	4	KS			21	1	72814	
RV		4	1	5d	VSK			23	4d	72817	
RV		4	1	5d	TS	2	5	12	4d	72817	
RV		4	1	5d	MS		4	10	4d	72817	
RV		4	1	5d	MS		4	14	17d	72817	
RV		4	1	5d	KS			34	19d	72817	
RV		4	1	5d	KA		1	198	30d	72817	
RV		4	1	5d	ApMB		1	4	15d	72817	
RV		3	46	3c	KS			26	11c	72818	
RV		3	46	3c	TB	2	4	6	2c	72818	
RV		3	46	3c	N			4	19	72818	
TS	1	8	1	1	MŚ	9	1	1	11	72821	
TS	1	8	1	1	ApŚ		18	8	16	72821	vīhi svāhā
RV		8	66	8a	SV			2	1042a	72825	
RV		8	66	8a	N			5	21	72825	
VS			21	38f	TB	2	6	11	7d	72838	
SMB		2	4	9a	KhG		4	1	12	72841	vṛkṣa iva
TA		10	10	3c	N			2	3c	72843	
AVŚ		7	109	4c	AVP		4	9	7c	72852	
AVŚ		7	109	4c	HG		1	15	6d	72852	
RV		8	73	17b	AVP		5	3	7b	72854	
VS			16	19	MS		2	9	3	72863	
VS			16	19	KS			17	12	72863	
RV		6	51	16d	VS			4	29d	72887	
RV		6	51	16d	TS	1	2	9	1d	72887	
RV		6	51	16d	MS		1	2	5d	72887	
RV		6	51	16d	MS		3	7	7	72887	
RV		6	51	16d	KS			2	6d	72887	
RV		6	51	16d	ŚB	3	3	3	15d	72887	
RV		5	28	6c	ŚB	1	4	1	39c	72892	
RV		5	28	6c	TB	3	5	2	3c	72892	
RV		10	127	8b	TB	2	4	6	10b	72899	
RV		6	1	3a	KS			18	20a	72902	
RV		6	1	3a	TB	3	6	10	1a	72902	
RV		8	99	6d	SV			2	988d	72904	
RV		8	99	6d	VS			33	67d	72904	
RV		1	187	1d	VS			34	7d	72909	
RV		1	187	1d	KS			40	8d	72909	
RV		1	187	1d	N			9	25d	72909	
RV		8	89	3c	VS			33	96c	72910	
AVŚ		4	24	1b	TS	4	7	15	1b	72912	
AVŚ		4	24	1b	MS		3	16	5b	72912	
AVŚ		4	24	1b	KS			22	15b	72912	
RV		9	98	10b	SV			2	1029b	72916	
RV		9	98	10b	JB			3	268	72916	
RV		1	32	11d	N			2	17d	72918	
VSK		4	2	1	ApŚ		10	7	1	72930	
RV		8	96	7a	AB		3	20	1a	72932	
RV		8	96	7a	TB	2	8	3	5a	72932	
RV		8	96	7a	ŚŚ		13	12	3	72932	
RV		8	96	7a	ŚŚ		13	12	4	72932	
RV		8	96	7a	Svidh		3	7	5	72932	
RV		1	32	10c	N			2	16c	72933	
AVP		8	3	8a	MS		1	2	1	72938	
AVP		8	3	8a	ŚB	3	1	3	15	72938	
AVP		8	3	8a	MŚ	2	1	1	38	72938	
AVP		8	3	8a	MG		1	11	8	72938	
AVP		8	3	8a	KŚ		7	2	34	72938	vṛtrasya
AVP		8	3	8a	PG		2	6	27	72938	vṛtrasya
AVŚ		6	134	1d	AVP		5	33	7d	72939	
RV		6	16	14c	TS	3	5	11	4c	72942	
RV		6	16	14c	TS	4	1	3	3c	72942	
RV		6	16	14c	MS		2	7	3c	72942	
RV		6	16	14c	KS			16	3c	72942	
RV		6	16	14c	ŚB	6	4	2	3	72942	
RV		6	16	14c	Vait			5	14c	72942	
RV		8	38	2b	JB			3	142b	72945	
RV		9	25	3c	SV			2	632c	72953	
RV		6	16	19b	TB	2	4	1	2c	72954	
RV		6	16	19b	TB	2	4	7	5c	72954	
RV		10	152	2b	AVŚ		8	5	22b	72956	
RV		10	152	2b	AVP		2	88	4b	72956	
RV		10	152	2b	TB	3	7	11	4b	72956	
RV		10	152	2b	TA		10	1	9b	72956	
RV		10	152	2b	TAA			10	55b	72956	
RV		10	152	2b	MahānU			20	5b	72956	
RV		10	152	2b	ApŚ		3	12	1b	72956	
RV		1	16	8c	TB	2	4	5	1c	72959	
RV		1	84	13b	SV			1	179b	72964	
RV		1	84	13b	SV			2	263b	72964	
RV		1	84	13b	MS		2	13	6b	72964	
RV		1	84	13b	KS			39	12b	72964	
RV		1	84	13b	JB			3	65b	72964	
RV		1	84	13b	TB	1	5	8	1b	72964	
RV		1	84	13b	ApŚ		17	8	2b	72964	
RV		1	61	12b	MS		4	12	3b	72966	
RV		1	61	12b	KS			8	16b	72966	
RV		1	61	12b	N			6	20b	72966	
RV		9	97	9b	JB			3	174	72974	
RV		9	76	1d	SV			1	558d	72980	
RV		9	76	1d	SV			2	578d	72980	
VS			18	4	MS		2	11	2	72987	
VS			18	4	KS			18	7	72987	
RV		1	10	12c	TS	1	3	1	2c	72991	
RV		1	10	12c	MS		1	2	11c	72991	
RV		1	10	12c	KS			2	12c	72991	
RV		1	10	12c	ŚB	3	6	1	24c	72991	
RV		1	10	12c	ApMB		1	2	6c	72991	
RV		1	34	12d	VS			34	29d	72999	
TB	3	10	9	2	KŚ		4	15	4	73010	
TB	3	10	9	2	ApŚ		4	16	16	73010	
TB	3	10	9	2	ApŚ		6	11	4	73010	
TB	3	10	9	2	ApŚ		6	14	6	73010	
TB	3	10	9	2	ApŚ		19	13	21	73010	
AVŚ		3	19	2c	AVP		3	19	2c	73017	
RV		9	106	1b	SV			2	44b	73028	
RV		9	106	1b	JB			3	30b	73028	
RV		5	75	1b	SV			2	1093b	73029	
RV		3	27	15a	SV			2	890a	73034	
RV		3	27	15a	ŚB	1	4	1	32	73034	
RV		3	27	15a	TB	3	5	2	2a	73034	
RV		8	15	4b	SV			1	383b	73037	
RV		8	15	4b	SV			2	230b	73037	
JB			2	79	ŚB	3	3	4	18	73038	
JB			2	79	TA		1	12	3	73038	
JB			2	79	LŚ		1	3	1	73038	
RV		3	27	15b	SV			2	890b	73042	
RV		3	27	15b	ŚB	1	4	1	22	73042	
RV		1	10	3b	VS			8	34b	73044	
RV		1	10	3b	ŚB	4	5	3	10b	73044	
VS			5	2	TS	6	3	5	2	73052	
VS			5	2	MS		1	2	7	73052	
VS			5	2	MS		3	9	5	73052	
VS			5	2	KS			3	4	73052	
VS			5	2	KS			26	7	73052	
VS			5	2	ŚB	3	4	1	21	73052	
VS			5	2	ApŚ		7	12	12	73052	
VS			5	2	MŚ	1	5	3	1	73052	
VS			5	2	MŚ	1	7	1	40	73052	
VS			5	2	Kauś			69	17	73052	
VS			5	2	KŚ		5	1	29	73052	vṛṣaṇau
RV		1	139	6a	AB		5	12	5	73059	vṛṣann indra
RV		1	139	6a	ŚŚ		10	7	7	73059	vṛṣann indra
RV		1	139	6a	ŚŚ		10	8	3	73059	vṛṣann indra
RV		5	40	1	RV		5	40	3	73060	
RV		8	15	6c	SV			2	232c	73064	
RV		8	15	6c	JB			1	183	73064	dive-dive
RV		3	62	6a	MŚ		3	1	29a	73068	
RV		8	93	1b	SV			1	125b	73070	
RV		8	93	1b	SV			2	800b	73070	
RV		8	93	1b	VS			28	4b	73070	
RV		8	93	1b	MS		3	11	2b	73070	
RV		8	93	1b	TB	2	6	7	2b	73070	
VS			10	2	MS		2	6	7	73090	
VS			10	2	KS			15	6	73090	
VS			10	2	ŚB	5	3	4	6	73090	
VS			10	2	TB	1	7	5	2	73090	
VS			10	2	ApŚ		18	13	5	73090	
VS			10	2	MŚ	9	1	2	36	73090	
RV		10	86	13a	N			12	9a	73092	
RV		10	92	1d	KB			22	2	73095	
VS			11	46a	TS	5	1	5	7	73097	
VS			11	46a	MS		2	7	4a	73097	
VS			11	46a	MS		3	1	6	73097	
VS			11	46a	KS			16	4a	73097	
VS			11	46a	KS			19	5	73097	
VS			11	46a	ŚB	6	4	4	8	73097	
VS			11	46a	KŚ		16	3	10	73097	vṛṣāgnim
VS			20	40b	KS			38	6b	73105	
VS			20	40b	TB	2	6	8	2b	73105	
RV		9	64	1b	SV			2	131b	73124	
RV		9	64	1b	TS	4	2	11	3b	73124	
RV		9	64	1b	TS	4	3	13	3b	73124	
RV		9	64	1b	MS		4	10	2b	73124	
RV		9	64	1b	KS			2	14b	73124	
RV		9	64	1b	ApŚ		12	19	5b	73124	
RV		9	64	1c	SV			2	131c	73125	
RV		9	64	1c	TS	4	2	11	3c	73125	
RV		9	64	1c	TS	4	3	13	3c	73125	
RV		9	64	1c	MS		4	10	2c	73125	
RV		9	64	1c	KS			2	14c	73125	
RV		9	64	1c	ApŚ		12	19	5c	73125	
RV		9	65	10a	SV			2	153a	73129	
RV		9	65	10a	JB			3	23	73129	
RV		9	65	10a	JB			3	182	73129	
RV		9	65	10a	PB		6	10	9	73129	
RV		9	65	10a	PB		11	8	1	73129	
RV		9	65	10a	PB		14	3	1	73129	
RV		9	86	3c	SV			1	529c	73131	
RV		9	86	3c	SV			2	603c	73131	
RV		9	86	3c	JB			3	240c	73131	
RV		9	86	3c	TA		10	1	15c	73131	
RV		9	86	3c	MahānU			6	1c	73131	
RV		9	86	3c	N			14	16c	73131	
RV		9	86	19a	SV			1	559a	73136	
RV		9	86	19a	SV			2	171a	73136	
RV		9	86	19a	JB			3	32	73136	
RV		9	86	19a	PB		11	10	6	73136	
RV		6	24	1a	ŚŚ		14	60	2	73137	vṛṣā mada indre
RV		6	24	1a	AŚ		8	6	13	73137	vṛṣā madaḥ
VS			20	44c	KS			38	6c	73142	
VS			20	44c	TB	2	6	8	4c	73142	
RV		1	32	3a	AVP		12	12	3a	73154	
RV		1	32	3a	TB	2	5	4	2a	73154	
VS			20	46b	KS			38	6b	73155	
VS			20	46b	TB	2	6	8	4b	73155	
RV		1	7	8a	SV			2	972a	73159	
RV		9	64	2b	ApŚ		12	19	5b	73167	
VS			23	20	MS		3	12	20	73169	
VS			23	20	ŚB	13	2	8	5	73169	
VS			23	20	ŚB	13	5	2	2	73169	
VS			23	20	KŚ		20	6	16	73169	vṛṣā vājī
VS			23	20	ApŚ		20	18	3	73169	vṛṣā vām
RV		9	97	13a	JB			3	24	73188	
RV		9	97	13a	PB		11	8	4	73188	
VS			22	19	MS		3	12	4	73191	
VS			22	19	KSA			1	3	73191	
VS			22	19	PB		1	7	1	73191	
VS			22	19	ŚB	13	1	6	1	73191	
VS			22	19	ApŚ		18	13	5	73191	
VS			22	19	ApMB		2	21	27	73191	
VS			22	19	HG		2	2	2	73191	
AVŚ		5	25	8c	Kauś			40	14d	73195	
RV		9	64	1a	SV			2	131a	73198	
RV		9	64	1a	TS	4	2	11	3a	73198	
RV		9	64	1a	TS	4	3	13	3a	73198	
RV		9	64	1a	MS		4	10	2a	73198	
RV		9	64	1a	MS		4	10	5	73198	
RV		9	64	1a	MS		4	11	2	73198	
RV		9	64	1a	KS			2	14a	73198	
RV		9	64	1a	ApŚ		12	19	5a	73198	
RV		9	64	1a	KS			20	15	73198	vṛṣā soma
RV		9	64	1a	MŚ	5	1	2	11	73198	vṛṣā soma
RV		9	65	4a	SV			2	134a	73205	
RV		10	152	2c	AVP		2	88	4c	73210	
RV		10	152	2c	TB	3	7	11	4c	73210	
RV		10	152	2c	TA		10	1	9c	73210	
RV		10	152	2c	TAA			10	55c	73210	
RV		10	152	2c	MahānU			20	5c	73210	
RV		10	152	2c	ApŚ		3	12	1c	73210	
RV		3	27	14a	SV			2	889a	73219	
RV		3	27	14a	ŚB	1	4	1	29	73219	
RV		3	27	14a	TB	3	5	2	2a	73219	
SV			2	430b	JB			3	149b	73220	
MS		2	6	7	MŚ	9	1	2	36	73222	
RV		5	58	3b	MS		4	11	2b	73226	
RV		5	58	3b	TB	2	5	5	3b	73226	
TS	3	5	2	2	KS			17	7	73229	
TS	3	5	2	2	KS			37	17	73229	
TS	3	5	2	2	PB		1	9	6	73229	
TS	3	5	2	2	Vait			21	14	73229	
RV		5	68	5a	MS		4	13	9	73232	
RV		5	68	5a	ŚB	1	9	1	6	73232	
RV		5	68	5a	TB	3	5	10	2	73232	
RV		5	68	5a	AŚ		1	9	1	73232	
RV		5	68	5a	ŚŚ		1	14	5	73232	
RV		9	8	8a	SV			2	536a	73234	
RV		9	65	3b	JB			3	61b	73238	
TB	3	10	9	2	AŚ		5	13	15	73241	
TB	3	10	9	2	ŚŚ		2	7	18	73241	
TB	3	10	9	2	ŚŚ		4	8	3	73241	
TB	3	10	9	2	KŚ		4	15	4	73241	
TB	3	10	9	2	ApŚ		4	16	16	73241	
TB	3	10	9	2	ApŚ		6	11	4	73241	
TB	3	10	9	2	ApŚ		6	14	6	73241	
TB	3	10	9	2	ApŚ		19	13	21	73241	
TB	3	10	9	2	HirŚ		6	4	33	73241	
TS	4	4	6	2	KS			22	5	73246	
VS			18	28	TS	4	4	1	1	73249	
VS			18	28	KS			17	7	73249	
VS			18	28	KS			18	12	73249	
VS			18	28	KS			37	17	73249	
VS			18	28	PB		1	9	6	73249	
VS			18	28	ŚB	9	3	3	10	73249	
VS			18	28	ŚB	9	3	3	11	73249	
VS			18	28	Vait			21	14	73249	
TS	2	4	7	2	MS		2	4	7	73250	
TS	2	4	7	2	MS		2	4	8	73250	
TS	2	4	7	2	KS			11	9	73250	
TS	2	4	7	2	KS			11	10	73250	
TS	2	4	7	2	MŚ	5	2	6	7	73250	
RV		9	64	2a	ApŚ		12	19	5a	73260	
RV		9	29	1b	PB		6	10	18	73265	
RV		1	108	3d	AVŚ		7	58	2b	73266	
RV		1	84	10d	SV			1	409d	73267	
TS	7	3	14	1	KSA			3	4	73270	
VS			14	9	TS	5	3	1	5	73271	
VS			14	9	MS		2	8	2	73271	
VS			14	9	KS			17	2	73271	
VS			14	9	KS			20	10	73271	
VS			14	9	ŚB	8	2	4	2	73271	
VS			14	9	ApŚ		17	1	8	73271	
RV		8	75	6c	MS		4	11	6c	73273	
RV		5	31	5a	MS		4	12	2a	73281	
RV		5	31	5a	KS			8	16a	73281	
RV		5	31	5a	TB	2	8	4	3	73281	vṛṣṇe yat te
RV		1	64	1a	KB			19	9	73283	
RV		1	64	1a	KB			20	3	73283	
RV		1	64	1a	KB			22	2	73283	
RV		1	64	1a	AŚ		7	4	13	73283	vṛṣṇe śardhāya
RV		1	64	1a	AŚ		7	7	8	73283	vṛṣṇe śardhāya
RV		1	64	1a	ŚŚ		10	3	15	73283	vṛṣṇe śardhāya
MS		4	9	1	TA		5	3	5	73285	
MS		4	9	1	ApŚ		15	3	17	73285	
MS		4	9	1	MŚ		4	1	21	73285	vṛṣṇaḥ
TS	2	4	7	2	MS		2	4	7	73286	
TS	2	4	7	2	MS		2	4	8	73286	
TS	2	4	7	2	ApŚ		19	26	1	73286	
TS	2	4	7	2	MŚ	5	2	6	6	73286	
VS			18	29	ŚB	9	3	3	14	73295	
TS	7	4	19	2b	TB	3	9	7	1	73296	
RV		8	24	24a	SV			1	396a	73309	
RV		6	16	3a	KS			6	10a	73310	
RV		6	16	3a	AB		7	8	3	73310	
RV		6	16	3a	ŚB	12	4	4	1a	73310	
RV		6	16	3a	AŚ		3	10	12	73310	
RV		6	16	3a	ŚŚ		3	3	3	73310	vetthā hi vedhaḥ
VS			28	1	VS			28	3	73313	
VS			28	1	VS			28	4	73313	
VS			28	1	VS			28	9	73313	
VS			28	1	VS			28	10	73313	
VS			28	1	VS			28	24	73313	
VS			28	1	VS			28	25	73313	
VS			28	1	VS			28	26	73313	
VS			28	1	VS			28	27	73313	
VS			28	1	VS			28	32	73313	
VS			28	1	VS			28	33	73313	
VS			28	1	MS		3	11	2	73313	
VS			28	1	MS		3	142	14	73313	
VS			28	1	MS		3	143	1	73313	
VS			28	1	MS		4	13	2	73313	
VS			28	1	MS		4	201	5	73313	
VS			28	1	MS		4	201	7	73313	
VS			28	1	KS			15	13	73313	
VS			28	1	TB	2	6	7	1	73313	
VS			28	1	TB	2	6	7	2	73313	
VS			28	1	TB	2	6	7	3	73313	
VS			28	1	TB	2	6	7	5	73313	
VS			28	1	TB	2	6	7	6	73313	
VS			28	1	TB	2	6	17	1	73313	
VS			28	1	TB	2	6	17	2	73313	
VS			28	1	TB	2	6	17	3	73313	
VS			28	1	TB	2	6	17	4	73313	
VS			28	1	TB	2	6	17	5	73313	
VS			28	1	TB	2	6	17	6	73313	
VS			28	1	TB	2	6	17	7	73313	
VS			28	1	TB	3	6	2	1	73313	
VS			28	1	TB	3	6	2	2	73313	
PG		1	16	17a	VārG			2	6a	73319	
AVŚ		19	26	4b	AVP		12	4	6b	73323	
MG		1	4	4	VārG			8	4	73340	
MG		1	4	4	VārG			8	7	73340	
AVŚ		7	28	1a	Vait			13	2	73341	vedaḥ svastiḥ
TA		10	10	3a	MuṇḍU		3	2	6a	73350	
TA		10	10	3a	KaivU				3a	73350	
ViDh			73	28b	YDh			1	245b	73365	
ViDh			73	28b	BṛhPDh			5	280b	73365	
ViDh			73	28b	AuśDh			5	73b	73365	
AVŚ		3	7	6c	AVP		1	90	2c	73371	
AVŚ		3	7	6c	AVP		2	32	1c	73371	
AVŚ		3	7	6c	AVP		3	2	5c	73371	
VS			31	18a	TA		3	13	1a	73374	
VS			31	18a	ŚvetU			3	8a	73374	
VS			2	1	MS		1	1	11	73383	
VS			2	1	MS		4	1	13	73383	
VS			2	1	KS			1	11	73383	
VS			2	1	KS			31	10	73383	
VS			2	1	KS			40	3	73383	
VS			2	1	PB		1	1	7	73383	
VS			2	1	ŚB	1	3	3	2	73383	
VS			2	1	TB	3	3	6	2	73383	
VS			2	1	ApŚ		2	8	1	73383	
VS			2	1	MŚ	1	2	5	23	73383	
TB	3	7	6	18a	HirŚ		6	3	9	73384	
RV		1	140	1a	AŚ		4	13	7	73388	vediṣade
RV		1	140	1a	ŚŚ		6	4	11	73388	vediṣade
RV		1	140	1a	ŚŚ		11	14	36	73388	vediṣade
RV		6	1	10c	KS			18	20c	73391	
RV		6	1	10c	TB	3	6	10	4c	73391	
VS			19	78a	KS			38	1a	73392	
VS			19	78a	TB	2	6	2	3a	73392	
KS			31	14a	ApŚ		2	1	3a	73393	
KS			31	14a	MŚ	1	2	4	5a	73393	
TS	1	6	4	4c	AŚ		1	11	1c	73399	
TS	1	6	4	4c	ŚŚ		1	15	13c	73399	
MS		1	4	3	MŚ	1	3	5	15	73400	
MS		1	4	3	MŚ	1	4	1	18	73400	
AG		1	15	3c	ApMB		2	14	3c	73404	
AG		1	15	3c	HG		2	3	2c	73404	
AG		1	15	3c	MG		1	17	5c	73404	
VS			2	21	TS	1	6	4	4	73405	
VS			2	21	TS	1	7	4	6	73405	
VS			2	21	MS		1	4	3	73405	
VS			2	21	KS			5	4	73405	
VS			2	21	ŚB	1	9	2	23	73405	
VS			2	21	ŚB	14	9	4	25	73405	
VS			2	21	BṛhU		6	4	25	73405	
VS			2	21	AŚ		1	10	3	73405	
VS			2	21	AŚ		1	11	1	73405	
VS			2	21	ŚŚ		1	15	12	73405	
VS			2	21	KŚ		1	3	22	73405	
VS			2	21	KŚ		3	8	1	73405	
VS			2	21	ApŚ		3	10	3	73405	
VS			2	21	ApŚ		4	13	5	73405	
VS			2	21	HirŚ		6	3	21	73405	
VS			2	21	MŚ	1	3	5	15	73405	
VS			2	21	MŚ	1	4	1	18	73405	
VS			2	21	JG			1	8	73405	
AVŚ		2	1	1a	VS			32	8a	73418	
AVŚ		2	1	1a	TA		10	1	3a	73418	
AVŚ		2	1	1a	MahānU			2	3a	73418	
AVŚ		2	1	1a	ŚŚ		15	3	8	73418	venas tat paśyat
AVŚ		2	1	1a	Kauś			37	3	73418	venas tat
RV		4	58	4d	VS			17	92d	73420	
RV		4	58	4d	KS			40	7d	73420	
RV		4	58	4d	TA		10	10	3d	73420	
RV		4	58	4d	MahānU			10	2d	73420	
RV		4	58	4d	ApŚ		17	18	1d	73420	
VSK		16	2	7	KŚ		17	11	11	73441	
TS	3	5	2	5	TS	5	3	6	3	73442	
TS	3	5	2	5	KS			17	7	73442	
TS	3	5	2	5	KS			37	17	73442	
TS	3	5	2	5	GB		2	2	14	73442	
TS	3	5	2	5	PB		1	10	11	73442	
TS	3	5	2	5	Vait			26	14	73442	
TS	3	5	2	5	LŚ		5	11	8	73442	
VS			1	6	MS		1	1	4	73443	
VS			1	6	ŚB	1	1	2	1	73443	
VS			1	6	TB	3	2	4	3	73443	
VS			1	6	ApŚ		1	17	1	73443	
VS			1	6	MŚ	1	2	1	8	73443	
VS			1	6	Kauś			1	36	73443	
VS			1	6	Kauś			58	5	73443	
RV		1	76	4c	ApŚ		24	13	3a	73448	
AVŚ		5	8	1a	Kauś			48	8	73455	vaikaṅkatena
AVŚ		5	18	10d	AVP		9	18	5d	73458	
VS			10	13	MS		2	6	10	73475	
VS			10	13	MS		2	7	20	73475	
VS			10	13	KS			15	7	73475	
VS			10	13	KS			39	7	73475	
VS			10	13	ŚB	5	4	1	6	73475	
VS			15	13	MS		2	8	9	73476	
VS			15	13	KS			17	8	73476	
VS			15	13	ŚB	8	6	1	8	73476	
VS			21	26c	KS			38	11c	73481	
VS			21	26c	TB	2	6	19	2c	73481	
AVP		15	1	8a	MS		3	16	4a	73482	
AVP		15	1	8a	KS			22	14a	73482	
AVP		15	1	8a	AŚ		4	12	2a	73482	
VS			10	12	MS		2	6	10	73483	
VS			10	12	MS		2	7	20	73483	
VS			10	12	KS			15	7	73483	
VS			10	12	KS			39	7	73483	
VS			10	12	ŚB	5	4	1	5	73483	
VS			15	12	MS		2	8	9	73484	
VS			15	12	KS			17	8	73484	
